filename,speaker_id,dataset,file_path,accent,native_language,duration,sampling_frequency,pitch_median,energy_min,energy_dynamic_range,F1_mean,F1_median,F1_std,F2_mean,F2_median,F3_mean,F3_median,hnr_mean,jitter_local,shimmer_apq5
emo_cuteness_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_cuteness_freeform.wav,,german,15.014729166666667,16000.0,153.6432909747367,23.33560099358257,47.20625669504845,787.5988454620434,610.718375198402,517.8296315003157,1795.1688684844733,1680.215289607875,2812.1536137345606,2635.6899980116605,12.311623363998008,0.021276515345173073,0.04196912136373543
emo_cuteness_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_cuteness_sentences.wav,,german,9.322458333333334,16000.0,216.60435966281997,13.94207282510957,60.250076125268855,1003.5710978978948,874.3940934196339,590.9203026589433,2135.4309988526416,2155.324214575013,3101.4971842077853,2979.972308915241,15.214159925432638,0.020645271258855714,0.02786765872564116
emo_desire_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_desire_freeform.wav,,german,15.541916666666667,16000.0,107.80561696886826,17.250494430690402,47.18648227340301,895.5633833093802,722.0408710953147,535.9475719951727,1960.3458792507677,1905.5451949934154,2967.322515246068,2751.2068787165013,13.742637648101503,0.02098060556677456,0.037940850478456155
emo_desire_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_desire_sentences.wav,,german,11.389583333333333,16000.0,116.43355616267831,17.33636168829696,55.96599065937279,1062.4945262528524,1145.5003327030868,560.3872989966849,2105.4558245729636,2140.020707122308,3137.628814988762,3104.1069173767214,11.016111239357596,0.02536461776173362,0.052234168382439
emo_disappointment_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_disappointment_freeform.wav,,german,15.336145833333333,16000.0,107.37594352795685,17.603865452210393,44.3079618538195,900.1017006724068,650.6533288520827,575.1933237837496,1974.3999327672082,1889.4295306385661,2959.695493095115,2700.087023358372,9.178001239016561,0.039143795300777884,0.06091455535490651
emo_disappointment_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_disappointment_sentences.wav,,german,11.396916666666666,16000.0,106.50532824029416,19.162650680642738,49.94388153576256,971.1703809995288,901.2993497244971,570.3502005223655,2056.554664810293,2030.9567070417138,3055.3406386416964,3077.483577012039,10.706272909090734,0.03987908445597071,0.05475514299420766
emo_disgust_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_disgust_freeform.wav,,german,14.3644375,16000.0,161.49761188347165,19.738761017752232,54.69714723689318,1005.9941901027183,980.2637476357801,532.757890506924,2007.0453530375414,2040.7383705723626,3030.338343364449,2927.7294191983488,9.91157695630042,0.01954878354412081,0.05456012048629812
emo_disgust_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_disgust_sentences.wav,,german,11.440708333333333,16000.0,165.18763187560631,15.844011993501766,57.802838513178685,994.7417950130357,875.213592737402,557.4806951498346,2034.960373690174,1951.7852019973084,3048.945217883294,2895.9162407656822,10.536690363377598,0.01741336764820999,0.04693958085639586
emo_distress_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_distress_freeform.wav,,german,13.845979166666666,16000.0,147.8373948513411,16.55901647327427,58.046637336861764,899.2938067264715,741.9056055395403,540.3023542480018,1917.1065267279987,1862.7941400978975,2967.4554597108777,2824.72573074685,12.277335875957357,0.022301269525058526,0.044381849083996186
emo_distress_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_distress_sentences.wav,,german,10.640791666666667,16000.0,155.7167810626735,17.919029929508447,58.56975668315794,982.7983987993705,891.4683870857426,505.1651141126705,1969.897340291521,1893.5224513273004,2964.258734150365,2722.0964657622076,12.01345411278199,0.018683433852994313,0.03886271355023654
emo_embarassment_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_embarassment_freeform.wav,,german,14.9849375,16000.0,131.83370482203688,20.83560194643917,49.523317472204624,810.1824709498059,618.1756980089109,488.5703335202808,1827.4064476183005,1723.7596947895663,2866.2466673899403,2590.751381795753,12.525615131994169,0.022242727276590508,0.03637269732021201
emo_embarassment_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_embarassment_sentences.wav,,german,11.447895833333334,16000.0,155.3733834816169,15.624021389254846,52.7016660284019,966.8869295821064,798.8640982576209,564.2005555627663,1998.1407951339354,1920.5110688383984,3071.2506739665496,2924.624323184849,9.570143663198733,0.029336619995583266,0.05389814663786696
emo_extasy_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_extasy_freeform.wav,,german,14.735520833333334,16000.0,256.061858232939,26.524052359522543,58.46483927192834,826.3872818478064,690.6458837391926,436.4176496313003,1797.2679807605928,1750.3882730369073,2826.81147740132,2665.1503304702564,14.417847152810253,0.01653507897118652,0.03655506591866111
emo_extasy_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_extasy_sentences.wav,,german,9.501958333333333,16000.0,219.33294829327096,21.1809126031907,56.44060802091648,957.199709494376,819.9952745024704,517.8860663297314,2007.3074577946347,1854.0111400081505,3050.643965315715,2879.1015106532195,12.88368770024069,0.020717905358086323,0.03361306661760169
emo_fear_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_fear_freeform.wav,,german,15.634958333333334,16000.0,127.38707242718979,15.495898232935836,48.066561384413234,1064.7936347842424,1091.3181111460688,596.8566234985968,2149.503348897529,2164.909281746989,3148.7873135361315,3228.296802187081,10.503974273020155,0.02617856003857616,0.052009019383765835
emo_fear_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_fear_sentences.wav,,german,11.4474375,16000.0,169.99104199322582,12.282405017767783,66.10383533092073,1047.0248748719684,1016.4201843312828,546.2166081174811,2083.6718923698872,2130.1548098524736,3114.315762696409,3109.0658439193517,11.602470225231336,0.02056011203056896,0.046134105374832375
emo_guilt_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_guilt_freeform.wav,,german,14.9904375,16000.0,126.02157264139409,10.042151454763108,51.854554374252665,997.8808783337936,808.1773250123605,621.7100831428548,2081.5372667610636,1972.4430181705175,3097.7581939415554,3025.186238774734,8.67731151278998,0.04012302838543743,0.06069985517894405
emo_guilt_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_guilt_sentences.wav,,german,7.69675,16000.0,114.12928749271954,13.984389896760943,56.26325797774314,901.9496195342116,766.26234931831,607.8988671574176,2036.654383871146,2011.1474631012863,2996.4582264487362,2880.5011259735393,13.762937662942802,0.02719234464863088,0.04732985665616184
emo_interest_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_interest_freeform.wav,,german,14.950916666666666,16000.0,125.8210444421868,13.734195545010568,56.02658983594641,936.4327451374087,753.5723083284283,564.0996439300067,1991.2461256376353,1955.2126824254244,2998.1455561208186,2819.946808429139,12.023596561841423,0.028115633331626852,0.04166189823721539
emo_interest_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_interest_sentences.wav,,german,9.417645833333333,16000.0,200.37272200542762,13.110126116468702,59.13104018133811,1011.9620228369324,950.7541177385441,559.6020250040104,2066.048471275698,2079.4925300331765,3140.4344279276615,3057.603639689772,12.671175055603253,0.02321210360332453,0.039257050729089124
emo_neutral_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_neutral_freeform.wav,,german,15.5325,16000.0,103.64726031334723,21.325297105052144,43.090682497658065,837.7034144213007,554.066347528634,572.5192311290022,1911.721571567197,1774.9062233349666,2872.7886724459613,2630.081466480808,11.224775715110212,0.03429654764951587,0.05690990909866375
emo_neutral_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_neutral_sentences.wav,,german,9.343416666666666,16000.0,104.92151279218692,10.497254280972463,55.975184091190066,1018.2010075694633,1007.9118121785285,625.4417877694782,2091.735712498002,2109.17077401017,3166.681638634773,3207.659047104842,10.526521634888217,0.036738086410589774,0.0690524274572788
emo_pain_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_pain_freeform.wav,,german,12.229354166666667,16000.0,196.40615399684864,13.630697430733631,71.95771954772508,1070.0339588734423,1058.0785169267665,413.42149061205674,1943.4748052811028,2157.291450714093,3007.2867974619307,3002.5940462431295,14.191947849140721,0.013677835344200494,0.03732207492637373
emo_pain_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_pain_sentences.wav,,german,10.401333333333334,16000.0,178.66291622947625,17.134974275119,58.24415638582969,1020.5429374201354,935.9148406938967,504.39885867563544,1998.0618375461413,2052.1969132499203,3037.378192347208,2979.932985637007,10.201053660049505,0.019821203011362035,0.05356189463963699
emo_pride_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_pride_freeform.wav,,german,15.0540625,16000.0,115.57075372766188,18.513405526774406,51.395726043808864,910.6585564099362,810.0350570394664,555.5193929977088,1963.6115538822746,1915.985086177868,2934.103989648989,2750.995992834635,11.557305963360719,0.023134431040256795,0.048480578447233434
emo_pride_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_pride_sentences.wav,,german,14.0314375,16000.0,126.40664101964347,17.363904800257423,55.49509410095495,950.3448038437101,850.4417567048716,535.623324455655,1974.0902334717214,1914.2964782441554,2997.2605739930436,2801.654477869156,11.179564872080777,0.022492937173563935,0.04882826724950968
emo_realization_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_realization_freeform.wav,,german,17.072916666666668,16000.0,157.94636610532288,17.32575661746498,56.60203653036811,937.3754300267644,763.2767115952179,565.1779571239838,1985.109913398416,1937.8208035298803,3022.781410709804,2959.67898864584,11.476053023730497,0.027719266645900385,0.042056804972035226
emo_realization_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_realization_sentences.wav,,german,15.048041666666666,16000.0,134.67361730515515,18.928860797536082,51.97471688636981,910.6392525296695,730.4826269093282,553.6626331276829,1947.499729507297,1926.7956903512832,3037.7774181346504,2879.4260415556423,10.140468533832026,0.02882336906013053,0.05239592911526325
emo_relief_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_relief_freeform.wav,,german,14.9323125,16000.0,109.32944733372219,23.844995982610364,47.671779959363214,827.1594361059738,650.1972802880588,472.83238909393395,1756.323612109411,1622.5397311234992,2812.4684389832396,2588.6468746280734,11.494757044370578,0.021180972122607788,0.051366605606166744
emo_relief_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_relief_sentences.wav,,german,10.512854166666667,16000.0,114.42089449269375,18.989968282348766,53.228713188392305,976.7481097587334,915.3148859681486,545.5898318955003,2000.7295914659385,1899.3391126492056,3054.5040362872796,2946.9029144004708,11.131927971299055,0.02404956175420559,0.04965869319626166
emo_sadness_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_sadness_freeform.wav,,german,14.964833333333333,16000.0,129.17598651096438,14.517038299230364,51.518194817699424,824.2578987192144,627.6262360333847,533.129666135861,1823.6094521587545,1652.6802970282595,2934.521762962077,2730.024010573156,10.387148412848575,0.026686153341115793,0.043251870027112324
emo_sadness_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_sadness_sentences.wav,,german,11.090520833333333,16000.0,109.62516339221627,17.40529775741059,49.00999587167547,998.1756896672246,954.7341988660611,548.637959149929,2066.076716879138,1980.6574947112804,3104.4775239508376,3072.393550935157,10.59380673833382,0.02512124352868804,0.05288823122195865
emo_serenity_freeform.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_serenity_freeform.wav,,german,18.0468125,16000.0,103.09239818900501,17.150916156359738,49.015989565532905,844.5519749249659,612.0594026739541,564.7199410759844,1877.819274857811,1743.5382117243917,2915.270613871861,2667.740796667532,14.355997124732959,0.021955025911455525,0.054005520567136964
emo_serenity_sentences.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/emo_serenity_sentences.wav,,german,9.155916666666666,16000.0,114.58867050401004,19.030943072575703,49.33823968991725,948.2495702897647,755.8437950866842,570.2711570384005,1989.3280808721397,1874.807941989863,2978.736894375643,2807.7222069418685,13.930780961993207,0.021120059236075107,0.04128190526452768
freeform_speech_01.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/freeform_speech_01.wav,,german,180.10979166666667,16000.0,117.95243608108413,9.758407189758413,62.13110183349632,883.8796349343403,675.1710559996636,570.455105178186,1928.7122334087778,1881.4540294205444,2967.6543403044834,2746.141968733151,12.397712831068475,0.021505550697260692,0.046726741412556526
freeform_speech_02.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/freeform_speech_02.wav,,german,180.6293125,16000.0,108.01645262641448,4.769918681253547,68.8522848585435,877.6735507477495,670.0425114945498,534.1235836230852,1884.0459042437592,1743.5466758879911,2932.662055645856,2693.5576419208273,10.946953799721118,0.02542129251147297,0.05227807356000611
freeform_speech_03.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/freeform_speech_03.wav,,german,185.18827083333332,16000.0,121.08143990741823,13.55699297759336,65.0759431097529,879.0768423408463,689.8885115554074,541.7492323657349,1919.511599867846,1825.1497190302673,2944.1056885126077,2727.8229474587038,11.257967458872976,0.02279438031495943,0.04851816256568996
freeform_speech_04.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/freeform_speech_04.wav,,german,186.21914583333333,16000.0,115.81714114351811,11.222901842572472,59.59767821503327,849.9202602757861,630.1384746777167,556.9653175916214,1913.0789448393264,1804.4739498170936,2908.720153294853,2692.4356447400937,11.743223341518181,0.025957798704995674,0.050756858401243964
freeform_speech_05.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/freeform_speech_05.wav,,german,180.929,16000.0,122.91865466040704,13.726737406707938,67.69699957961777,874.7536580990987,673.4481675081289,552.7825218456459,1899.6547559183768,1786.7398227444635,2926.0624601796417,2723.4282488359895,11.894103251562939,0.019945773686265964,0.04398591879823867
freeform_speech_06.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/freeform_speech_06.wav,,german,180.29020833333334,16000.0,116.32100008857387,12.368121583599972,63.823905569265094,869.1371652565547,676.8631701966552,542.5720401693918,1884.7150292634653,1760.5809868396182,2926.9540812563273,2751.5158123143333,11.078608171116123,0.024104073796030204,0.04978509732118139
interjection_agreement.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/interjection_agreement.wav,,german,11.194770833333333,16000.0,127.29201526470052,15.19323377642796,65.65468892577009,1126.1990730119146,1081.2523369263831,570.473478071466,2203.7573342497176,2171.09549922093,3197.616658262727,3111.5188203945627,8.584570894829808,0.023316883316203168,0.04841571912706103
interjection_anger.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/interjection_anger.wav,,german,13.665958333333334,16000.0,157.6424358991604,10.738390421870207,68.1918122422585,1262.6085612598383,1334.4661531372221,575.3067013345303,2311.341264465816,2330.46225915755,3343.993480034259,3356.874888981359,5.96086250657041,0.031946363621534433,0.0742913486846254
interjection_congratulations.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/interjection_congratulations.wav,,german,23.506,16000.0,164.43235505157648,14.203169972574896,66.91497610209592,1134.7403395634456,1149.0825003715977,566.5732824731015,2129.719875092642,2158.5017638063728,3197.587750626636,3199.432965106047,9.892358970896028,0.026755920132979328,0.040847805975289045
interjection_filler.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/interjection_filler.wav,,german,9.992708333333333,16000.0,103.07046982867983,14.092254857925914,55.18783285671828,1088.4407942969685,1201.0596807857987,574.7182180164938,2107.4153117341893,2291.7248709746254,3209.5495857158344,3281.196167214828,12.181959797503707,0.019477440274439678,0.051232812053256215
interjection_greetings.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/interjection_greetings.wav,,german,11.450875,16000.0,275.1539308009282,16.421981910806387,67.77413185542821,1049.0800037840872,921.6286683371437,499.06237762484864,1962.3322466010795,1968.3046757816876,3075.18060620271,2929.546856147962,11.313886213934087,0.020497189690306887,0.0327467375416147
melodic_happy_birthday.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/melodic_happy_birthday.wav,,german,16.335166666666666,16000.0,189.84840531729046,24.953346558645777,58.37602285677501,630.6481578978016,503.765949988493,448.8182596299994,1818.1618604275425,1735.237032476231,2797.530967860397,2661.93287407188,23.81847633854451,0.00570113144363711,0.01240621837242712
nonverbal_cheering.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/nonverbal_cheering.wav,,german,13.515791666666667,16000.0,261.3637696875131,16.957524199602233,69.08257979889711,999.9003610785506,942.0791308979785,528.9277860830591,2005.9946336733544,2078.736489637833,2997.731196368954,2917.0423937249957,14.898287662906565,0.017314710937051888,0.02129765879710837
nonverbal_crying.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/nonverbal_crying.wav,,german,10.239166666666666,16000.0,348.6377394479314,11.755238877766928,74.31940025154854,945.7340333946622,1000.0376678860111,484.40597136177007,1868.3757118844715,1979.7146597703093,2808.0260096078946,2846.1085512873383,12.85252346434646,0.02207562125971187,0.04642061941216836
nonverbal_laughter_closed.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/nonverbal_laughter_closed.wav,,german,10.759541666666667,16000.0,218.76800053375,19.70194941775108,54.48943872032875,1063.7071703501667,1135.0599918639664,528.2907308315705,2203.606127051895,2306.881023607161,3240.6264532016235,3388.506687667077,16.454577760570572,0.035020136197511625,0.03498543029228347
nonverbal_laughter_open.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/nonverbal_laughter_open.wav,,german,10.358,16000.0,272.3470197243521,18.898373890672396,63.135142916334864,983.1279233834078,890.1382388147044,427.9928742570985,1887.8255763767618,1773.5912140541104,2777.1699168512246,2592.6391592367695,10.73495698492462,0.022467298424166112,0.02710090389481827
nonverbal_screaming.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/nonverbal_screaming.wav,,german,10.0366875,16000.0,346.565942352996,21.905794523328268,64.52710864070417,1061.6422827091412,978.5209846057833,283.92617221509784,1672.4245538138546,1471.7955960359727,2701.2031101222665,2493.8689353047866,19.346978051490126,0.005369302539464414,0.022034795164749935
nonverbal_yelling.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/nonverbal_yelling.wav,,german,11.670729166666666,16000.0,312.8053919569633,15.592702255881328,71.14587662499082,971.0120559898926,815.179260434385,513.8336708460948,1877.1908486416326,1973.1735728521498,3022.1897043510817,2886.045750309403,21.880452637666703,0.008885069672552757,0.010919275555572804
rainbow_01_fast.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_01_fast.wav,,german,7.3155,16000.0,119.97966123451988,22.9232195530562,43.153458311269276,886.2376642354437,712.8889998285886,523.3248075069881,1954.7788907824956,1838.9824904593004,2925.6884048433053,2778.118929988419,10.386061365948333,0.02978286476709145,0.06403561584510427
rainbow_01_highpitch.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_01_highpitch.wav,,german,7.668166666666667,16000.0,273.7792248544748,17.780525664172636,47.69638686700957,791.081948675074,647.6956021680069,483.3441729540358,1853.0746263322,1767.5350615459065,2864.161488901501,2725.653774654584,14.827329477252166,0.022821098405442258,0.047303962495406984
rainbow_01_loud.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_01_loud.wav,,german,9.181229166666666,16000.0,148.3963910358306,19.757775412105122,56.69069727425399,977.7580215043885,901.8465686828702,509.8262790643333,2011.972465424061,1942.137825222213,2993.1852869458276,2846.244041744975,10.070339785533324,0.02165004564532362,0.04680246685558921
rainbow_01_lowpitch.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_01_lowpitch.wav,,german,8.610166666666666,16000.0,105.0922750260512,15.846915823859227,50.65637790159514,890.897060181188,775.1030668922742,503.59911671101673,1854.308663828765,1722.1233389980591,2784.307065909824,2699.5706029712464,9.659295394711572,0.030065266949472234,0.07606643298586219
rainbow_01_regular.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_01_regular.wav,,german,7.7184375,16000.0,109.67863459552866,16.447690408603126,49.63128058944926,860.7133758273067,648.739717180854,533.191266769143,1905.5334798872407,1767.6668077433528,2901.249688651033,2671.184397963581,10.43804000456662,0.030947419079798696,0.07327745935587032
rainbow_01_slow.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_01_slow.wav,,german,11.835104166666667,16000.0,112.12026086179719,15.48522578175893,52.1709935447861,841.9654360877965,621.3807297853772,557.6264844169078,1909.8817108164767,1776.4552645738622,2925.3924606297433,2650.515846939742,13.26200278937739,0.023772675952033258,0.047595010092446766
rainbow_01_whisper.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_01_whisper.wav,,german,7.8060833333333335,16000.0,477.1445658098398,21.287537537959032,24.87633068082448,985.233682446659,786.801537496988,529.0819905567788,2014.2110534794392,1870.884272989688,2971.5564596468153,2797.8654794798904,5.287010211112481,0.0929647057452178,0.07466807927167249
rainbow_02_fast.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_02_fast.wav,,german,8.52025,16000.0,115.66873219532478,17.32834072381744,48.41657495588756,884.8271217893165,662.4591294188513,566.1043959581577,1861.2092300110187,1680.8660701963404,2927.092945109544,2671.672808280434,10.911846979497486,0.03193305475186133,0.05681511087808658
rainbow_02_highpitch.wav,p001,EARS,/ocean/projects/cis220031p/hkook/dataset/EARS/p001/rainbow_02_highpitch.wav,,german,9.6195,16000.0,253.90061805987852,16.748056666274202,52.699804671866126,837.5175229369379,642.1490171463638,520.9580069240084,1867.4994897062704,1797.0566803687916,2939.2900041976527,2802.962663543891,15.264412015603114,0.020097716559641286,0.03675294880896351
